,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,index,archive_index_number,timestamp,non_event_flag,over_freq_flag,over_freq_index,under_freq_flag,under_freq_index,ambig_flag,severity_desc,file_name,ABC_values,Event Check
5230,5230,5230,51102,2020-06-24 03:04:58.350000,False,True,86.0,True,1091.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-03-09_1427.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5231,5231,5231,51103,2020-06-24 03:09:46.350000,False,True,611.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-03-14_1428.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5232,5232,5232,51104,2020-06-24 03:14:34.366000,False,True,3192.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-03-19_1429.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5233,5233,5233,51105,2020-06-24 03:19:22.382000,False,True,0.0,True,2424.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-03-24_1430.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5234,5234,5234,51106,2020-06-24 03:24:10.414000,False,True,1518.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-03-28_1431.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5235,5235,5235,51107,2020-06-24 03:28:58.446000,False,True,693.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-03-33_1432.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5236,5236,5236,51108,2020-06-24 03:33:46.478000,False,True,199.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-03-38_1433.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5237,5237,5237,51109,2020-06-24 03:38:34.526000,False,True,732.0,True,15848.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-03-43_1434.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5238,5238,5238,51110,2020-06-24 03:43:22.542000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-03-48_1435.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5239,5239,5239,51111,2020-06-24 03:48:10.590000,False,False,,True,7017.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-03-52_1436.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5240,5240,5240,51112,2020-06-24 03:52:58.622000,False,True,10394.0,True,12170.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-03-57_1437.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5241,5241,5241,51113,2020-06-24 03:57:46.654000,False,True,1313.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-04-02_1438.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5242,5242,5242,51114,2020-06-24 04:02:34.718000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-04-07_1439.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5243,5243,5243,51115,2020-06-24 04:07:22.718000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-04-12_1440.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5244,5244,5244,51116,2020-06-24 04:12:10.766000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-04-16_1441.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5245,5245,5245,51117,2020-06-24 04:16:58.798000,False,True,13119.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-04-21_1442.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5246,5246,5246,51118,2020-06-24 04:21:46.814000,False,True,15137.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-04-26_1443.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5247,5247,5247,51119,2020-06-24 04:26:34.830000,False,True,16219.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-04-31_1444.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5248,5248,5248,51120,2020-06-24 04:31:22.846000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-04-36_1445.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5249,5249,5249,51121,2020-06-24 04:36:10.894000,False,True,2694.0,True,834.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-04-40_1446.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5250,5250,5250,51122,2020-06-24 04:40:58.926000,False,True,2913.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-04-45_1447.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5251,5251,5251,51123,2020-06-24 04:45:46.958000,False,True,10571.0,True,4292.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-04-50_1448.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5252,5252,5252,51124,2020-06-24 04:50:34.958000,False,True,176.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-04-55_1449.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5253,5253,5253,51125,2020-06-24 04:55:22.990000,False,True,2001.0,True,14305.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-05-00_1450.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5254,5254,5254,51126,2020-06-24 05:00:11.006000,False,False,,True,0.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-05-04_1451.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5255,5255,5255,51127,2020-06-24 05:04:59.022000,False,False,,True,1.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-05-09_1452.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5256,5256,5256,51128,2020-06-24 05:09:47.054000,False,False,,True,1049.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-05-14_1453.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5257,5257,5257,51129,2020-06-24 05:14:35.086000,False,True,14911.0,True,5184.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-05-19_1454.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5258,5258,5258,51130,2020-06-24 05:19:23.118000,False,True,2128.0,True,4959.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-05-24_1455.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5259,5259,5259,51131,2020-06-24 05:24:11.150000,False,True,2145.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-05-28_1456.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5260,5260,5260,51132,2020-06-24 05:28:59.150000,False,True,0.0,True,3905.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-05-33_1457.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5261,5261,5261,51133,2020-06-24 05:33:47.182000,False,True,0.0,True,11228.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-05-38_1458.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5262,5262,5262,51134,2020-06-24 05:38:35.182000,False,True,17789.0,True,8228.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-05-43_1459.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5263,5263,5263,51135,2020-06-24 05:43:23.182000,False,True,78.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-05-48_1460.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5264,5264,5264,51136,2020-06-24 05:48:11.182000,False,False,,True,2207.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-05-52_1461.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5265,5265,5265,51137,2020-06-24 05:52:59.198000,False,True,2338.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-05-57_1462.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5266,5266,5266,51138,2020-06-24 05:57:47.246000,False,True,0.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-06-02_1463.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5267,5267,5267,51139,2020-06-24 06:02:35.294000,False,True,0.0,True,15396.0,True,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-06-07_1464.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5268,5268,5268,51140,2020-06-24 06:07:23.326000,False,True,14952.0,True,2542.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-06-12_1465.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5269,5269,5269,51141,2020-06-24 06:12:11.358000,False,True,1644.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-06-16_1466.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5270,5270,5270,51142,2020-06-24 06:16:59.390000,False,False,,True,3803.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-06-21_1467.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5271,5271,5271,51143,2020-06-24 06:21:47.390000,False,False,,True,836.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-06-26_1468.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5272,5272,5272,51144,2020-06-24 06:26:35.454000,False,False,,True,12880.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-06-31_1469.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5273,5273,5273,51145,2020-06-24 06:31:23.502000,False,False,,True,3537.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-06-36_1470.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5274,5274,5274,51146,2020-06-24 06:36:11.550000,False,False,,True,1847.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-06-40_1471.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5275,5275,5275,51147,2020-06-24 06:40:59.566000,False,False,,True,150.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-06-45_1472.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5276,5276,5276,51148,2020-06-24 06:45:47.582000,False,False,,True,2355.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-06-50_1473.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5277,5277,5277,51149,2020-06-24 06:50:35.614000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-06-55_1474.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5278,5278,5278,51150,2020-06-24 06:55:23.614000,False,True,1055.0,True,1141.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-07-00_1475.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5279,5279,5279,51151,2020-06-24 07:00:11.614000,False,True,0.0,True,3847.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-07-04_1476.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5280,5280,5280,51152,2020-06-24 07:04:59.662000,False,True,2277.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-07-09_1477.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5281,5281,5281,51153,2020-06-24 07:09:47.678000,False,True,16774.0,True,17162.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-07-14_1478.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5282,5282,5282,51154,2020-06-24 07:14:35.678000,False,True,0.0,True,4987.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-07-19_1479.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5283,5283,5283,51155,2020-06-24 07:19:23.726000,False,True,652.0,True,11959.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-07-24_1480.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5284,5284,5284,51156,2020-06-24 07:24:11.790000,False,True,830.0,True,4094.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-07-28_1481.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5285,5285,5285,51157,2020-06-24 07:28:59.806000,False,True,11704.0,True,14133.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-07-33_1482.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5286,5286,5286,51158,2020-06-24 07:33:47.854000,False,False,,True,3503.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-07-38_1483.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5287,5287,5287,51159,2020-06-24 07:38:35.854000,False,False,,True,207.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-07-43_1484.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5288,5288,5288,51160,2020-06-24 07:43:23.854000,False,False,,True,51.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-07-48_1485.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5289,5289,5289,51161,2020-06-24 07:48:11.854000,False,True,13061.0,True,7078.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-07-52_1486.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5290,5290,5290,51162,2020-06-24 07:52:59.854000,False,False,,True,11718.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-07-57_1487.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5291,5291,5291,51163,2020-06-24 07:57:47.902000,False,False,,True,1504.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-08-02_1488.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5292,5292,5292,51164,2020-06-24 08:02:35.918000,False,False,,True,6245.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-08-07_1489.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5293,5293,5293,51165,2020-06-24 08:07:23.950000,False,False,,True,6718.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-08-12_1490.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5294,5294,5294,51166,2020-06-24 08:12:11.950000,False,False,,True,34.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-08-16_1491.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5295,5295,5295,51167,2020-06-24 08:16:59.982000,False,False,,True,255.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-08-21_1492.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5296,5296,5296,51168,2020-06-24 08:21:48.014000,False,True,17216.0,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-08-26_1493.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5297,5297,5297,51169,2020-06-24 08:26:36.078000,False,False,,True,9362.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-08-31_1494.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5298,5298,5298,51170,2020-06-24 08:31:24.094000,False,False,,True,1261.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-08-36_1495.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5299,5299,5299,51171,2020-06-24 08:36:12.126000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-08-41_1496.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5300,5300,5300,51172,2020-06-24 08:41:00.142000,False,True,5402.0,True,16914.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-08-45_1497.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5301,5301,5301,51173,2020-06-24 08:45:48.174000,False,True,3431.0,True,13620.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-08-50_1498.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5302,5302,5302,51174,2020-06-24 08:50:36.222000,False,False,,True,28.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-08-55_1499.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5303,5303,5303,51175,2020-06-24 08:55:24.270000,False,False,,True,1679.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-09-00_1500.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5304,5304,5304,51176,2020-06-24 09:00:12.318000,False,False,,True,1761.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-09-05_1501.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5305,5305,5305,51177,2020-06-24 09:05:00.318000,False,True,13374.0,True,1905.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-09-09_1502.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5306,5306,5306,51178,2020-06-24 09:09:48.318000,False,False,,True,10080.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-09-14_1503.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5307,5307,5307,51179,2020-06-24 09:14:36.350000,False,False,,True,2088.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-09-19_1504.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5308,5308,5308,51180,2020-06-24 09:19:24.382000,False,False,,True,2828.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-09-24_1505.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5309,5309,5309,51181,2020-06-24 09:24:12.382000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-09-29_1506.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5310,5310,5310,51182,2020-06-24 09:29:00.382000,False,False,,True,3547.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-09-33_1507.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5311,5311,5311,51183,2020-06-24 09:33:48.446000,False,False,,True,1003.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-09-38_1508.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5312,5312,5312,51184,2020-06-24 09:38:36.446000,False,False,,True,10233.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-09-43_1509.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5313,5313,5313,51185,2020-06-24 09:43:24.446000,False,False,,True,8403.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-09-48_1510.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5314,5314,5314,51186,2020-06-24 09:48:12.494000,False,False,,True,16742.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-09-53_1511.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5315,5315,5315,51187,2020-06-24 09:53:00.590000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-09-57_1512.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5316,5316,5316,51188,2020-06-24 09:57:48.606000,False,True,16716.0,True,6083.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-10-02_1513.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5317,5317,5317,51189,2020-06-24 10:02:36.654000,False,True,8568.0,True,8088.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-10-07_1514.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5318,5318,5318,51190,2020-06-24 10:07:24.702000,False,True,1946.0,True,1948.0,True,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-10-12_1515.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5319,5319,5319,51191,2020-06-24 10:12:12.766000,False,False,,True,3031.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-10-17_1516.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5320,5320,5320,51192,2020-06-24 10:17:00.798000,False,False,,True,2633.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-10-21_1517.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5321,5321,5321,51193,2020-06-24 10:21:48.846000,False,False,,True,1.0,False,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-10-26_1518.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5322,5322,5322,51194,2020-06-24 10:26:36.958000,False,False,,True,8232.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-10-31_1519.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5323,5323,5323,51195,2020-06-24 10:31:24.990000,False,False,,True,5172.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-10-36_1520.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5324,5324,5324,51196,2020-06-24 10:36:13.038000,False,False,,True,7402.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-10-41_1521.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5325,5325,5325,51197,2020-06-24 10:41:01.086000,False,False,,True,14695.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-10-45_1522.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5326,5326,5326,51198,2020-06-24 10:45:49.150000,False,False,,False,,False,None,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-10-50_1523.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
5327,5327,5327,51199,2020-06-24 10:50:37.198000,False,True,6142.0,True,7321.0,True,Minor,G:/My Drive/PGE Frequency Response/Archive/2020-06-24-10-55_1524.csv,"[nan, nan, nan]",3762,3762,3762,3762,3762,3762,3762.0,3762,3762.0,3762,3762,3762,,
